name,Age,Overall rating,Potential,Team & Contract,ID,Height,Weight,foot,Best overall,Best position,Growth,Value,Wage,Release clause,Total attacking,Crossing,Finishing,Heading accuracy,Short passing,Volleys,Total skill,Dribbling,Curve,FK Accuracy,Long passing,Ball control,Total movement,Acceleration,Sprint speed,Agility,Reactions,Balance,Total power,Shot power,Jumping,Stamina,Strength,Long shots,Total mentality,Aggression,Interceptions,Att. Position,Vision,Penalties,Composure,Total defending,Defensive awareness,Standing tackle,Sliding tackle,Total goalkeeping,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes,Total stats,Base stats,International reputation,Pace / Diving,Shooting / Handling,Passing / Kicking,Dribbling / Reflexes,Defending / Pace,
O. Traoré RB,25,73+1,75,"Heidenheim
2023 ~ 2026",257136,"187cm / 6'2""",78kg / 172lbs,Right,73,RB,2,€3.5M,€21K,€6.6M,259,67,44,55,64,29,289,70+2,61,35,54,69+1,376,85,88,69,60,74,341,62,74,85,62,58,320,75+1,66,68+3,60,51,68,211,66,74+2,71+1,52,10,14,6,15,7,1848,407,1,87,51,61,69,68,
M. Kvistgaarden ST LW RW,21,68,78,"Brøndby
2020 ~ 2027",257167,"175cm / 5'9""",68kg / 150lbs,Right,70,ST,10,€2.7M,€5K,€4.1M,305,51,69,59,63,63,277,63,55,41,48,70,396,82,81,81,67,85,333,70,75,68,64,56,295,87,34,69,52,53,59,121,32,44,45,60,14,9,12,11,14,1787,380,1,81,66,55,68,40,
M. Okoye GK,23,71,77,"Udinese
2023 ~ 2027",257288,"198cm / 6'6""",94kg / 207lbs,Right,71,GK,6,€2.4M,€7K,€4.8M,77,15,6,11,39,6,101,14,13,11,45,18,186,23,26,32,64,41,224,49,60,34,75,6,102,26,18,8,36,14,37,48,16,16,16,349,71,69,65,70,74,1087,373,1,71,69,65,74,24,
A. Virginius RM ST,20,68,80,"Clermont
Jun 30, 2024 On loan",257319,"175cm / 5'9""",65kg / 143lbs,Right,69,RW,12,€2.9M,€9K,€0,284,59,66,55,65,39,284,70,58,33,52,71,400,90,90,87,60,73,257,61,61,52,35,48,232,30,22,65,61,54,58,70,25,25,20,59,13,10,14,14,8,1586,346,1,90,59,59,71,27,
I. Davies ST,21,67+1,74+1,"Kortrijk
Jun 30, 2024 On loan",257438,"175cm / 5'9""",65kg / 143lbs,Right,69,ST,7,€2.1M,€5K,€0,299,53+3,72+2,58,60+1,56,247,66+2,48,30,36+1,67,381,82,83,78+1,67+1,71+1,302,63+1,69+1,61+2,54+2,55+1,261,52,28,69+1,48+1,64,60+1,58,13,23+2,22,48,14,7,7,7,13,1596,347,1,83,65,51,68,24,
F. Ioannidis ST,23,75,80,"Panathinaikos
2020 ~ 2027",258015,"186cm / 6'1""",80kg / 176lbs,Right,77,ST,5,€8.5M,€850,€19.3M,326,43,77,74,68,64,319,74,67,50,53,75,354,72,75,69,72,66,380,74,85,72,79,70,295,59,19,78,59,80,75,60,13,23,24,39,6,13,10,5,5,1773,378,1,74,75,58,73,24,
M. Johnston RWB RB,19,65,75,"Sturm Graz
2023 ~ 2027",258036,"185cm / 6'1""",76kg / 168lbs,Right,65,RWB,10,€1.5M,€2K,€2.6M,243,64,32,48,62,37,272,57,60,38,57,60,359,80,81,69,56,73,277,39,67,70,64,37,251,56,57,52,54,32,53,185,58,64,63,57,13,9,11,10,14,1644,359,1,81,36,59,60,59,
I. Grbić GK,27,75,78,"Sheffield United
2024 ~ 2027",258390,"195cm / 6'5""",93kg / 205lbs,Right,75,GK,3,€5.5M,€24K,€11.4M,77,14,9,11,35,8,101,15,20,13,32,21,187,34,28,30,71,24,227,56,64,27,73,7,112,27,15,9,42,19,33,38,13,13,12,370,76,71,74,73,76,1112,402,1,76,71,74,76,32,
F. Jörgensen GK,21,73,80,"Villarreal
2020 ~ 2025",258485,"189cm / 6'2""",77kg / 170lbs,Right,73,GK,7,€5.5M,€12K,€12.7M,90,16,5,11,38,20,80,8,14,6,36,16,234,41,41,53,60,39,230,57,61,35,62,15,80,20,9,7,36,8,27,24,7,8,9,370,71,75,76,73,75,1108,411,1,71,75,76,75,41,
M. Braunöder CM CDM,21,68,77,"Como
Jun 30, 2024 On loan",258505,"174cm / 5'9""",67kg / 148lbs,Right,71,RWB,9,€2.7M,€5K,€0,260,67,35,46,72,40,329,68,69,56,67,69,399,82,74,84,73,86,311,60,58,83,47,63,314,71,67,59,69,48,66,186,66,62,58,53,9,14,13,7,10,1852,389,1,78,48,69,71,62,
Obrador LB,19,65,80,"Real Madrid
2021 ~ 2024",258507,"182cm / 6'0""",69kg / 152lbs,Left,65,LB,15,€1.6M,€13K,€4.3M,227,58,30,54,57,28,215,57,34,34,35,55,349,78,79,65,58,69,259,26,69,69,62,33,237,54,59,42,39,43,46,188,57,66,65,43,5,9,8,12,9,1518,339,1,79,31,48,57,61,
K. Aktürkoğlu LM CAM,24,76,79,"Galatasaray
2020 ~ 2026",258580,"173cm / 5'8""",71kg / 157lbs,Right,77,CAM,3,€10M,€33K,€19.8M,320,70,74,52,69,55,368,79,77,75,66,71,414,87,82,88,77,80,341,72,62,86,44,77,285,46,24,76,75,64,68,109,25,43,41,47,11,7,12,9,8,1884,396,1,84,73,71,77,35,
S. Tovide ST,19,61,72,"Colchester United
2020 ~ 2026",258749,"188cm / 6'2""",78kg / 172lbs,Left,63,ST,11,€725K,€1K,€1.4M,264,49,59,52,52,52,253,61,47,45,43,57,374,84,81,76,57,76,351,59,80,75,79,58,294,83,39,60,58,54,58,112,39,41,32,47,9,12,10,10,6,1695,372,1,82,58,51,62,40,
K. Çalhanoğlu LWB LB LM,20,67,74,"SpVgg Greuther Fürth
2023 ~ 2025",259022,"183cm / 6'0""",80kg / 176lbs,Left,67,LWB,7,€1.9M,€3K,€3.4M,282,72,45,52,65,48,311,67,70,54,55,65,363,77,77,76,62,71,316,62,69,68,64,53,289,67,58,59,60,45,52,181,56,64,61,60,11,12,14,11,12,1802,384,1,77,51,64,67,59,
J. Chávez LWB LM,21,72,81,"Lens
2023 ~ 2027",259027,"182cm / 6'0""",72kg / 159lbs,Left,72,LWB,9,€5M,€15K,€10.5M,290,69,58,56,70,37,290,69,58,38,53,72,372,85,85,73,69,60,333,71,75,75,64,48,315,63,63,68,58,63,66,196,62,70,64,59,15,13,9,14,8,1855,407,1,85,58,63,70,64,
M. Hilgers CB,22,74,83,"FC Twente
2020 ~ 2026",259163,"186cm / 6'1""",78kg / 172lbs,Right,76,CB,9,€9M,€9K,€15.3M,239,33,42,69,69,26,239,57,30,27,67,58,334,74,69,62,68,61,318,62,79,76,75,26,295,76,75,35,49,60,69,228,75,78,75,55,9,10,14,12,10,1708,377,1,71,43,53,59,75,
F. Rieder CAM CM,21,74,82,"Rennes
2023 ~ 2027",259306,"179cm / 5'10""",74kg / 163lbs,Left,76,CAM,8,€9.5M,€27K,€20M,279,54,70,38,75,42,372,74,75,74,74,75,386,75,74,82,67,88,343,73,58,80,59,73,319,53,54,69,79,64,74,157,45,59,53,58,13,9,12,13,11,1914,403,1,74,69,71,75,51,
Cañizares GK,21,66,80,"Real Madrid
2019 ~ 2024",259317,"186cm / 6'1""",81kg / 179lbs,Right,66,GK,14,€1.8M,€15K,€4.8M,99,12,9,11,60,7,108,8,10,13,49,28,206,27,39,45,58,37,192,50,49,30,54,9,79,26,7,6,22,18,44,32,6,14,12,328,66,68,67,65,62,1044,360,1,66,68,67,62,32,
M. Ruggeri LWB LM CB,20,72,82,"Atalanta
2020 ~ 2026",259584,"187cm / 6'2""",79kg / 174lbs,Left,72,LWB,10,€4.9M,€20K,€9.3M,306,74,43,65,71,53,321,68,69,50,63,71,316,64,69,54,72,57,321,69,71,71,70,40,304,70,69,71,59,35,57,210,70,71,69,56,11,12,11,14,8,1834,390,1,67,49,67,67,70,
J. Castillo CDM CM,22,67,72,"Gil Vicente
2023 ~ 2027",259612,"184cm / 6'0""",80kg / 176lbs,Right,68,CDM,5,€1.4M,€3K,€3M,254,45,55,43,75,36,296,62,40,58,71,65,295,61,52,60,60,62,323,67,59,66,73,58,298,67,62,50,64,55,65,189,61,66,62,47,13,5,11,12,6,1702,370,1,56,57,64,63,61,
J. Hettwer RM ST,20,67,77,"Borussia Dortmund II
2023 ~ 2027",259627,"184cm / 6'0""",72kg / 159lbs,Right,68,RM,10,€2.2M,€1K,€3.6M,279,53,68,49,62,47,272,67,49,40,49,67,397,92,88,77,61,79,321,64,68,70,55,64,279,69,33,65,55,57,60,90,33,29,28,59,12,14,12,14,7,1697,373,1,90,65,55,68,33,
J. Zemura LWB LB LM,23,70,77,"Udinese
2023 ~ 2027",259634,"173cm / 5'8""",75kg / 165lbs,Left,70,LWB,7,€3M,€8K,€6M,242,64,41,44,67,26,270,66,56,29,52,67,363,81,72,70,68,72,264,42,61,75,55,31,276,58,66,55,55,42,60,197,65,67,65,50,11,10,13,8,8,1662,366,1,76,39,59,67,64,
M. Röhl CAM CM CF,20,73,79,"SC Freiburg
2022 ~ 2027",259714,"192cm / 6'4""",79kg / 174lbs,Right,75,CAM,6,€4.7M,€16K,€8.9M,307,59,61,57,76,54,304,74,49,39,67,75,359,72,81,68,72,66,338,63,71,78,70,56,317,56,64,76,75,46,66,181,58,64,59,50,11,14,10,7,8,1856,408,1,77,60,68,73,61,
A. Hackford ST,19,60,75,"Burton Albion
Jun 30, 2024 On loan",260192,"177cm / 5'10""",68kg / 150lbs,Right,62,ST,15,€600K,€4K,€0,228,24,62,39,50,53,205,58,32,29,27,59,372,88,84,70,57,73,289,60,64,53,62,50,222,29,19,64,44,66,45,40,12,17,11,48,7,6,9,15,11,1404,314,1,86,59,38,60,18,
M. Bulat CM CDM,21,69,79,"Dinamo Zagreb
2021 ~ 2028",261143,"179cm / 5'10""",68kg / 150lbs,Right,73,RM,10,€3.1M,€500,€7.4M,342,79,58,61,75,69,373,66,73,81,77,76,370,78,84,77,59,72,363,86,72,76,58,71,312,67,55,54,68,68,74,181,57,67,57,55,13,9,14,10,9,1996,418,1,81,67,75,70,60,
E. Muçi CAM LW,22,68+2,77+2,"Beşiktaş
2024 ~ 2025",261195,"180cm / 5'11""",75kg / 165lbs,Right,70,CAM,9,€2.7M,€9K,€5.7M,291,58,66,48,64+1,55,318,72+1,60,57,58+14,71+1,376,80,78,76,64,78+7,335,72,67+1,64,62,70-2,239,33,14,66,65+1,61,67,51,17,17,17,57,14,10,10,9,14,1667,357,1,79,67,62,72,20,
M. Uzuni ST LM RM,28,77,77,"Granada
2022 ~ 2025",261204,"178cm / 5'10""",64kg / 141lbs,Right,78,RW,0,€11M,€24K,€24.2M,358,74+1,81,74-1,72,57,358,82,66,67,63,80,393,80,82,82,75,74,363,77,80-1,67,63,76,347,71,49,76,72,79,80,63,22,22,19,52,7,8,9,15,13,1934,409,1,81,78,71,81,32,
M. Aydın RB,21,69,76,"Trabzonspor
Jun 30, 2024 On loan",261446,"179cm / 5'10""",76kg / 168lbs,Right,70,RM,7,€2.7M,€4K,€0,294,64,56,50,68,56,322,74,66,52,60,70,379,79,75,79,68,78,304,65,63,68,54,54,317,71,67,64,62,53,68,198,65,68,65,56,11,14,10,11,10,1870,398,1,77,58,64,73,65,
L. Günther LWB LB,20,64,77,"Wehen Wiesbaden
Jun 30, 2024 On loan",261745,"181cm / 5'11""",83kg / 183lbs,Left,66,LM,13,€1.3M,€4K,€0,303,66,57,51,65,64,292,67,60,43,54,68,352,72,82,71,61,66,314,67,66,62,63,56,268,48,52,55,57,56,59,163,53,56,54,60,13,13,14,9,11,1752,379,1,78,59,61,67,54,
A. Jasic RB RM CM,20,69,80,"Wolfsberger AC
2021 ~ 2025",261991,"178cm / 5'10""",69kg / 152lbs,Right,69,RB,11,€2.9M,€5K,€4.8M,295,64,57,60,64,50,319,65,62,66,61,65,361,77,74,72,64,74,348,67,74,82,63,62,304,70,65,56,66,47,60,192,60,67,65,53,14,13,8,11,7,1872,398,1,75,59,64,66,64,
M. Richter RM CAM CF,25,74,75,"FSV Mainz 05
2023 ~ 2027",238068,"176cm / 5'9""",74kg / 163lbs,Right,75,CAM,1,€5M,€23K,€9.4M,352,69,74,68,71,70,360,80,70,69,65,76,385,85,64,79-4,75,82,369,77,79,69,65,79,279,41,40,73,69,56,76,145,38,56,51,47,12,13,7,5,10,1937,404,2,73,74,69,78,48,
N. Bustos ST LM,24,73,78,"Talleres Córdoba
2023 ~ 2025",238194,"176cm / 5'9""",64kg / 141lbs,Right,75,ST,5,€4.7M,€13K,€7.4M,336,65,74,63,71,63,349,75,73,68,60,73,403,80,82,82,73,86,369,76,77,76,68,72,298,62,27,75,63,71,75,93,33,29,31,61,11,14,10,14,12,1909,399,1,81,73,67,76,33,
A. Sigurðsson LM,24,70,75,"Blackburn Rovers
2024 ~ 2025",238196,"177cm / 5'10""",75kg / 165lbs,Right,71,CAM,5,€2.4M,€20K,€4.7M,310,67,70,39,68,66,322,71,62,56,62,71,370,76,76,80,64,74,322,70,58,69,57,68,287,48,42,69,68,60,66,116,45,39,32,43,8,7,10,7,11,1770,381,1,76,69,66,71,41,
F. Coman LW ST,25,73,74,"FCSB
2017 ~ 2024",238274,"182cm / 6'0""",72kg / 159lbs,Right,73,LW,1,€3.6M,€15K,€5.1M,323,65,69,56,69,64,359,75,72,70,65,77,385,85,85,81,69,65,349,74,75,66,65,69,298,64,33,70,67,64,70,88,36,27,25,60,15,13,13,7,12,1862,397,1,85,70,67,75,34,
M. Pongračić CB,25,76,80,"Lecce
2023 ~ 2026",238370,"193cm / 6'4""",85kg / 187lbs,Right,78,CB,4,€9.5M,€15K,€17.8M,218,27,21,78,67,25,245,59,34,25,63,64,320,62,70,63,72,53,293,40,86,60,85,22,262,78,72,28,54,30,69,226,74,78,74,39,6,6,14,8,5,1603,358,1,66,26,52,62,75,
É. Youan LM ST RM,24,72,75,"Hibernian
2023 ~ 2026",238509,"183cm / 6'0""",70kg / 154lbs,Right,73,LM,3,€3.2M,€6K,€5.8M,316,62,70,57,64,63,310,76,68,40,55,71,411,88,85,87,70,81,342,70,76,69,63,64,274,49,30,66,71,58,64,123,28,50,45,59,15,10,14,14,6,1835,394,1,86,68,63,75,40,
E. Pinnock CB,30,79,79,"Brentford
2019 ~ 2027",238717,"194cm / 6'4""",79kg / 174lbs,Left,79,CB,0,€14.5M,€56K,€27.6M,249,42,33,77,64,33,271,63,40,37,65,66,327,65,74,51,77,60,333,53,86,77,86,31,301,81,79,39,58,44,71,244,83,82,79,41,5,9,13,6,8,1766,391,1,70,37,56,64,81,
Óscar CM LM RM,25,74,78,"Getafe
Jun 30, 2024 On loan",239335,"174cm / 5'9""",67kg / 148lbs,Right,77,CAM,4,€6M,€21K,€0,329,66,76,45,77,65,390,75,78,85,76,76,324,58,56,64,76,70,318,72,54,55,56,81,325,47,70,73,78,57,74,157,47,62,48,46,12,7,9,11,7,1889,391,1,57,75,75,74,56,
P. Struijk CB LB,23,74,79,"Leeds United
2018 ~ 2027",239360,"190cm / 6'3""",79kg / 174lbs,Left,76,CB,5,€6M,€29K,€11.9M,264,42,42,73,73,34,275,62,42,32,69,70,295,57,58,53,73,54,329,66,78,74,79,32,313,74,75,44,56,64,75,221,74,74,73,54,14,8,8,10,14,1751,378,1,58,46,59,64,74,
P. Köhn GK,25,75,79,"Monaco
2023 ~ 2028",239364,"190cm / 6'3""",80kg / 176lbs,Right,75,GK,4,€6M,€29K,€11.9M,72,11,8,12,35,6,105,23,10,14,30,28,245,48,43,56,72,26,213,51,64,28,63,7,117,28,12,7,54,16,32,39,12,13,14,367,76,73,68,74,76,1158,413,1,76,73,68,76,46,
M. Bakker LWB LM LB,23,73,78,"Atalanta
2023 ~ 2027",239368,"185cm / 6'1""",87kg / 192lbs,Left,74,LWB,5,€4.3M,€27K,€7.6M,296,65,50,70,73,38,310,71,59,46,65,69,361,80,83,65,69,64,357,75,84,75,76,47,317,79,69,63,58,48,63,213,71,73,69,49,14,7,11,8,9,1903,418,1,82,54,65,69,71,
Z. Flemming CAM,24,74,76,"Millwall
2022 ~ 2025",239373,"185cm / 6'1""",84kg / 185lbs,Right,76,CAM,2,€5.5M,€22K,€10.9M,355,65,74,73,75,68,368,73,75,75,70,75,352,67,75,67,73,70,394,78,81,82,77,76,342,77,49,75,73,68,73,168,58,59,51,44,13,7,7,8,9,2023,426,1,71,75,72,73,57,
B. Manu ST RM LM,26,70,71,"Darmstadt 98
2019 ~ 2024",239397,"170cm / 5'7""",70kg / 154lbs,Right,74,RW,1,€1.9M,€15K,€3.6M,310,62,71,48,68,61,296,76,47,37,61,75,429,92,89,88,70,90,340,70,73,72,69,56,297,69,35,73,66,54,69,106,31,42,33,50,8,10,14,8,10,1828,404,1,90,67,63,77,37,
T. Galdames LB CB LWB,24,72,77,"Godoy Cruz
2023 ~ 2024",239464,"182cm / 6'0""",72kg / 159lbs,Left,73,LWB,5,€3.3M,€7K,€5.2M,284,73,44,66,72,29,346,66+1,76+1,65,71,68+1,357,78,80,70,62,67,374,73,82+1,83,76+1,60,287,81,61,50,53,42,54,207,70,67,70,46,12,9,6,6,13,1901,411,1,79,52,68,66,67,
K. Wagner LB LWB LM,26,76,77,"Philadelphia Union
2019 ~ 2026",239704,"182cm / 6'0""",78kg / 172lbs,Left,76,LB,1,€8M,€9K,€12.6M,296,78,36,66,74,42,338,70,62,68,68,70,361,77,78,72,65,69,374,74,81,90,76,53,294,76,67,65,56,30,69,227,76,77,74,67,14,13,13,13,14,1957,418,1,78,48,69,70,73,
G. Giakoumakis ST,28,77,77,"Atlanta United
2023 ~ 2026",239842,"185cm / 6'1""",84kg / 185lbs,Right,77,ST,0,€11M,€11K,€16.5M,349,36,83,81,70,79,286,62,60,45,46,73,351,68,75,66,79,63,384,78,89,69,84,64,301,72,17,78,58,76,70,71,27,25,19,51,9,8,14,7,13,1793,378,1,72,77,55,67,29,
A. Madibo CDM CM,26,65,68,"Qatar
Free",239878,"168cm / 5'6""",72kg / 159lbs,Right,68,CB,3,€0,€0,€0,223,45,35,51,61,31,250,57,42,34,57,60,376,84,80,71,58,83,304,45,76,75,72,36,285,80,67,46,51,41,56,200,65,67,68,60,12,11,15,7,15,1698,374,1,82,38,53,61,65,
D. Man RM LM RW,24,75,78,"Parma
2021 ~ 2025",239978,"183cm / 6'0""",82kg / 181lbs,Left,76,LM,3,€7.5M,€5K,€12.6M,347,69,72,68,73,65,355,78,71,69,62,75,393,85,86,90,67,65,382,76,83,76,74,73,308,61,40,67,68,72,69,131,38,48,45,46,5,13,7,8,13,1962,421,1,86,72,69,77,45,
M. Nzola ST,26,78,79,"Fiorentina
2023 ~ 2027",240452,"185cm / 6'1""",82kg / 181lbs,Left,79,ST,1,€17M,€57K,€30.2M,333,52,80,72,69,60,323,75,64,44,62,78,383,87,90,66,78,62,400,78,93,78,89,62,302,68,29,78,53,74,76,72,20,24,28,60,12,14,6,13,15,1873,410,1,89,75,60,75,29,
Ander Guevara CM CDM,25,75,78,"Deportivo Alavés
2023 ~ 2027",240458,"180cm / 5'11""",73kg / 161lbs,Right,77,CM,3,€7.5M,€21K,€17.1M,305,60,69,54,78,44,340,68,61,59,76,76,304,51,41,67,76,69,325,52,60,79,66,68,333,68,73,66,75,51,76,222,72,79,71,65,14,12,11,14,14,1894,393,1,46,63,72,71,72,
Carles Pérez RM CF,25,76,77,"Celta de Vigo
2023 ~ 2027",240654,"173cm / 5'8""",75kg / 165lbs,Left,77,CAM,1,€9M,€22K,€19.6M,343,68,73,62,76,64,355,80,62,65,65,83,402,81,79,81,76,85,363,85,76,64,64,74,277,55,23,74,68,57,57,109,38,37,34,48,11,5,13,7,12,1897,404,1,80,74,70,80,37,
M. Merentiel ST,27,76,76,"Boca Juniors
2024 ~ 2026",240663,"175cm / 5'9""",70kg / 154lbs,Right,76,ST,0,€8M,€21K,€12M,316,26,79,71,73,67,302,73,46,59,51,73,380,77,77,72,77,77,381,75,78,81,78,69,295,68,20,79,64,64,75,100,44,34,22,47,8,14,11,9,5,1821,395,1,77,75,56,73,37,
R. Norrington-Davies LWB CB LB,24,69,73,"Sheffield United
2018 ~ 2024",240773,"181cm / 5'11""",70kg / 154lbs,Left,69,LWB,4,€1.9M,€13K,€3.9M,266,68,41,52,65,40,285,64,55,46,58,62,349,74,73,66,59,77,299,48,67,78,63,43,269,65,63,51,47,43,57,199,68,68,63,60,14,14,12,9,11,1727,372,1,73,43,60,64,65,
T. Campbell ST LM,23,68-2,72-2,"Stoke City
2017 ~ 2024",240783,"183cm / 6'0""",75kg / 165lbs,Left,70,ST,4,€1.8M,€11K,€3.6M,314,59,66-2,64-1,63-3,62-3,296,71,56,54,46,69,368,83,80,69,69,67,342,67-2,82,57,72,64-2,287,58,28,67-2,61,73,65,86,31,31,24,58,6,13,13,12,14,1751,374,1,81,66,58,70,33,
Gorosabel RB,26,76,77,"Deportivo Alavés
2023 ~ 2024",241049,"174cm / 5'9""",70kg / 154lbs,Right,76,RB,1,€8M,€21K,€18.2M,297,75,38,70,75,39,316,71,63,39,70,73,369,72,76,70,76,75,321,52,75,70,66,58,312,65,75,67,67,38,68,223,73,76,74,49,8,6,10,10,15,1887,403,1,74,46,70,72,74,
Junior Firpo LB,26,73,74,"Leeds United
2021 ~ 2025",241184,"184cm / 6'0""",78kg / 172lbs,Left,73,LB,1,€3.3M,€31K,€6.5M,328,73,60,69,71,55,312,72,63,43,64,70,335,72,73,62,66,62,339,66,76,70,70,57,330,76,74,73,65,42,68,208,65,73,70,49,7,7,7,14,14,1901,411,2,73,60,67,69,70,
P. Pfeiffer CB,23,72,76,"FC Augsburg
2023 ~ 2027",241590,"196cm / 6'5""",91kg / 201lbs,Right,74,CB,4,€3M,€15K,€5.6M,233,34,30,71,64,34,237,57,29,28,61,62,292,63,80,42,69,38,320,51,85,66,90,28,251,75,70,39,28,39,68,209,72,70,67,56,13,11,10,11,11,1598,362,1,72,35,47,57,70,
V. Johansson GK,24,71,74,"Rotherham United
2020 ~ 2025",241643,"186cm / 6'1""",74kg / 163lbs,Right,71,GK,3,€2M,€7K,€3.9M,70,11,6,11,34,8,90,13,13,13,40,11,187,35,28,30,59,35,167,51,45,27,39,5,89,19,6,5,45,14,32,31,9,12,10,353,72,69,68,71,73,987,385,1,72,69,68,73,32,
B. Johnson RB LB,23,74,79,"West Ham United
2017 ~ 2024",241842,"180cm / 5'11""",69kg / 152lbs,Right,74,RB,5,€6M,€40K,€11.9M,269,71,34,65,69,30,296,68,60,39,60,69,350,73,76,66,66,69,310,50,75,75,70,40,287,67,72,57,52,39,65,220,74,74,72,56,10,10,15,12,9,1788,390,1,75,40,63,68,73,
J. Sands CDM CM CB,22,71,76,"New York City
2017 ~ 2027",242214,"186cm / 6'1""",73kg / 161lbs,Right,72,CDM,5,€2.6M,€5K,€4M,278,46,55,67,72,38,283,65,38,40,69,71,298,48,54,58,72,66,311,53,74,74,70,40,295,74,71,49,64,37,60,205,68,69,68,41,10,7,7,12,5,1711,369,1,51,50,61,66,69,
I. Ivušić GK,28,73,75,"Croatia
Free",242288,"195cm / 6'5""",88kg / 194lbs,Right,73,GK,2,€0,€0,€0,56,12,9,10,18,7,80,12,13,12,25,18,259,42,40,56,73,48,232,54,65,36,71,6,105,33,8,7,45,12,51,44,20,13,11,359,73,71,72,70,73,1135,400,1,73,71,72,73,41,
L. Ashby-Hammond GK,22,58,68,"Notts County
Jun 30, 2024 On loan",242382,"185cm / 6'1""",76kg / 168lbs,Right,58,GK,10,€400K,€6K,€0,66,13,8,11,28,6,69,13,10,10,15,21,139,23,26,25,45,20,146,42,37,15,43,9,101,14,8,4,32,43,38,33,9,14,10,289,59,58,56,54,62,843,313,1,59,58,56,62,24,
C. Klarer CB,23,72,78,"Darmstadt 98
2023 ~ 2027",242386,"191cm / 6'3""",82kg / 181lbs,Right,74,CB,6,€3.4M,€14K,€6.8M,242,32,37,68,70,35,235,48,29,33,60,65,283,59,66,49,69,40,288,44,75,62,78,29,256,71,71,32,35,47,59,220,75,75,70,46,8,8,14,6,10,1570,349,1,63,37,50,54,73,
F. Dahmen GK,25,75,79,"FC Augsburg
2023 ~ 2026",242818,"188cm / 6'2""",80kg / 176lbs,Right,75,GK,4,€6M,€18K,€11.3M,81,14,8,12,42,5,117,25,13,12,37,30,271,47,43,52,73,56,206,59,58,31,52,6,107,20,13,9,54,11,33,42,19,12,11,372,74,70,78,72,78,1196,417,1,74,70,78,78,45,
K. Sessa RM CM,22,70,75,"Heidenheim
2018 ~ 2024",242974,"175cm / 5'9""",70kg / 154lbs,Right,71,RM,5,€2.4M,€14K,€4.5M,311,67,57,58,69,60,324,71,60,55,67,71,394,85,79,85,65,80,310,63,65,78,45,59,290,64,55,58,66,47,66,189,56,68,65,55,6,13,12,13,11,1873,398,1,82,58,67,72,61,
J. Scally RWB CB,20,74,80,"Borussia Mönchengladbach
2021 ~ 2027",243133,"184cm / 6'0""",80kg / 176lbs,Right,74,RWB,6,€6M,€16K,€11.4M,277,71,49,61,67,29,286,71,60,28,58,69,383,79,83,77,69,75,323,51,78,73,71,50,294,70,69,57,59,39,68,218,69,75,74,49,12,7,10,10,10,1830,407,1,81,49,63,71,71,
A. Benedyczak LM ST RM,22,72,79,"Parma
2021 ~ 2025",243154,"191cm / 6'3""",78kg / 172lbs,Right,73,ST,7,€4.8M,€4K,€8.6M,338,67,73,70,69,59,307,72,62,44,60,69,351,83,84,64,64,56,381,73,86,76,79,67,295,63,29,68,65,70,53,81,33,24,24,59,12,15,13,7,12,1812,395,1,84,71,65,68,32,
O. Pikhalyonok CM CAM,26,68,71,"Ukraine
Free",243256,"179cm / 5'10""",72kg / 159lbs,Left,70,CAM,3,€0,€0,€0,273,50,63,49,72,39,294,68,42,47,71,66,331,69,64,59,63,76,302,68,52,72,47,63,323,67,54,64,73,65,68,165,53,59,53,49,10,10,12,6,11,1737,374,1,66,63,65,67,55,
Josep Martínez GK,25,74,78,"Genoa
2023 ~ 2025",243311,"191cm / 6'3""",78kg / 172lbs,Right,74,GK,4,€4.6M,€15K,€8.6M,62,12,6,11,27,6,66,8,11,12,24,11,181,24,30,32,73,22,211,50,54,42,58,7,116,24,11,11,52,18,42,43,15,13,15,359,75,71,66,73,74,1038,385,1,75,71,66,74,26,
D. Sanderson CB,23,68,74,"Birmingham City
2023 ~ 2027",243612,"188cm / 6'2""",78kg / 172lbs,Right,70,CB,6,€1.7M,€6K,€3.6M,254,56,39,64,60,35,244,56,38,32,61,57,331,75,73,66,64,53,309,45,81,67,78,38,274,76,67,51,48,32,56,202,68,68,66,39,7,9,6,10,7,1653,368,1,74,40,54,58,67,
D. Kyereh CAM ST,27,74,74,"SC Freiburg
2022 ~ 2026",244112,"179cm / 5'10""",73kg / 161lbs,Right,75,CF,0,€4.5M,€24K,€7.7M,333,58,75,59,72,69,339,81,60,60,60,78,400,78,73,90,73,86,331,71,70,65,58,67,271,44,30,74,71,52,65,81,29,25,27,39,5,8,5,10,11,1794,381,1,75,71,66,80,31,
J. Bijol CB,24,75,82,"Udinese
2022 ~ 2027",244238,"190cm / 6'3""",85kg / 187lbs,Right,77,CB,7,€10.5M,€13K,€21M,317,50,57,80,75,55,293,60,47,47,74,65,303,62,67,53,70,51,366,71,86,72,84,53,314,70,72,53,66,53,70,224,76,75,73,55,13,7,12,10,13,1872,403,1,65,59,65,61,75,
L. Majer CM CAM,25,78,81,"VfL Wolfsburg
2023 ~ 2028",244261,"178cm / 5'10""",76kg / 168lbs,Left,81,CAM,3,€18.5M,€44K,€32.8M,354,79,71,55,82,67,409,83,86,77,79,84,371,75,59,84,78,75,362,76,70,79,65,72,360,63,63,76,78,80,78,183,58,59,66,44,9,12,12,5,6,2083,430,2,66,73,80,83,60,
